2016-01-11 16:00:13,0.00
2016-01-11 15:50:13,0.00
2016-01-11 15:40:13,0.00
2016-01-11 15:30:14,0.00
2016-01-11 15:20:13,0.20
2016-01-11 15:10:15,0.00
2016-01-11 15:00:13,0.00
2016-01-11 14:50:13,0.00
2016-01-11 14:40:15,0.00
2016-01-11 14:30:14,0.00
2016-01-11 14:20:13,0.00
2016-01-11 14:10:13,0.00
2016-01-11 14:00:14,0.00
2016-01-11 13:50:14,0.00
2016-01-11 13:40:15,0.00
2016-01-11 13:30:14,0.00
2016-01-11 13:20:14,0.00
2016-01-11 13:10:14,0.00
2016-01-11 13:00:14,0.00
2016-01-11 12:50:13,0.00
2016-01-11 12:40:13,0.00
2016-01-11 12:30:13,0.00
2016-01-11 12:20:13,0.00
2016-01-11 12:10:13,0.00
2016-01-11 12:00:13,0.00
2016-01-11 11:50:13,0.00
2016-01-11 11:40:14,0.00
2016-01-11 11:30:13,0.00
2016-01-11 11:20:14,0.00
2016-01-11 11:10:14,0.00
2016-01-11 11:00:14,0.00
2016-01-11 10:50:13,0.00
2016-01-11 10:40:13,0.00
2016-01-11 10:30:13,0.00
2016-01-11 10:20:15,0.00
2016-01-11 10:10:13,0.00
2016-01-11 10:00:14,0.00
2016-01-11 09:50:14,0.00
2016-01-11 09:40:14,0.00
2016-01-11 09:30:14,0.00
2016-01-11 09:20:14,0.00
2016-01-11 09:10:15,0.20
2016-01-11 09:00:14,0.00
2016-01-11 08:50:13,0.00
2016-01-11 08:40:14,0.00
2016-01-11 08:30:14,0.00
2016-01-11 08:20:14,0.00
2016-01-11 08:10:13,0.00
2016-01-11 08:00:13,0.00
2016-01-11 07:50:13,0.00
2016-01-11 07:40:13,0.00
2016-01-11 07:30:14,0.00
2016-01-11 07:20:14,0.00
2016-01-11 07:10:15,0.20
2016-01-11 07:00:14,0.00
2016-01-11 06:50:13,0.00
2016-01-11 06:40:13,0.00
2016-01-11 06:30:14,0.00
2016-01-11 06:20:14,0.00
2016-01-11 06:10:14,0.00
2016-01-11 06:00:14,0.00
2016-01-11 05:50:15,0.00
2016-01-11 05:40:13,0.00
2016-01-11 05:30:14,0.00
2016-01-11 05:20:13,0.00
2016-01-11 05:10:15,0.00
2016-01-11 05:00:13,0.00
2016-01-11 04:50:13,0.00
2016-01-11 04:40:14,0.00
2016-01-11 04:30:14,0.00
2016-01-11 04:20:13,0.00
2016-01-11 04:10:13,0.00
2016-01-11 04:00:13,0.00
2016-01-11 03:50:13,0.00
2016-01-11 03:40:13,0.00
2016-01-11 03:30:13,0.00
2016-01-11 03:20:13,0.00
2016-01-11 03:10:13,0.00
2016-01-11 03:00:13,0.00
2016-01-11 02:50:13,0.00
2016-01-11 02:40:13,0.00
2016-01-11 02:30:13,0.20
2016-01-11 02:20:13,0.00
2016-01-11 02:10:13,0.00
2016-01-11 02:00:13,0.00
2016-01-11 01:50:13,0.00
2016-01-11 01:40:13,0.00
2016-01-11 01:30:13,0.00
2016-01-11 01:20:13,0.00
2016-01-11 01:10:13,0.00
2016-01-11 01:00:13,0.00
2016-01-11 00:50:13,0.00
2016-01-11 00:40:13,0.00
2016-01-11 00:30:13,0.00
2016-01-11 00:20:13,0.00
2016-01-11 00:10:13,0.00
2016-01-11 00:00:13,0.00
2016-01-10 23:50:13,0.20
2016-01-10 23:40:13,0.00
2016-01-10 23:30:13,0.00
2016-01-10 23:20:13,0.00
2016-01-10 23:10:14,0.00
2016-01-10 23:00:13,0.00
2016-01-10 22:50:13,0.00
2016-01-10 22:40:15,0.00
2016-01-10 22:30:13,0.00
2016-01-10 22:20:13,0.00
2016-01-10 22:10:15,0.00
2016-01-10 22:00:13,0.00
2016-01-10 21:50:15,0.00
2016-01-10 21:40:14,0.00
2016-01-10 21:30:14,0.00
2016-01-10 21:20:13,0.00
2016-01-10 21:10:14,0.00
2016-01-10 21:00:13,0.00
